epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,72.5688,1.37705,1.46873,1.04131,0.54761,0.62302,0.4978,0.19358,1.76922,2.2464,1.18265,0.00154157,0.00154157,0.00154157
21,75.6764,1.35284,1.55086,1.05426,0.54122,0.62928,0.50212,0.2184,1.66228,2.21183,1.12982,0.00153497,0.00153497,0.00153497
22,78.8427,1.33605,1.50948,1.05858,0.71253,0.58426,0.60368,0.2572,1.64987,2.08475,1.07912,0.00152837,0.00152837,0.00152837
23,81.8925,1.33081,1.33968,1.01654,0.65437,0.48922,0.49787,0.24104,1.69825,2.14685,1.09454,0.00152177,0.00152177,0.00152177
24,85.0248,1.28904,1.39425,1.0021,0.70049,0.40824,0.45911,0.22993,1.74032,2.51603,1.10907,0.00151517,0.00151517,0.00151517
25,88.1144,1.38498,1.48399,1.04689,0.63902,0.42934,0.44436,0.22398,1.70557,2.41185,1.11285,0.00150857,0.00150857,0.00150857
26,91.1434,1.35516,1.27366,1.03124,0.6138,0.45676,0.47685,0.2124,1.72397,2.2623,1.13667,0.00150197,0.00150197,0.00150197
27,94.3163,1.25848,1.24732,0.9839,0.60214,0.54873,0.55813,0.26006,1.76767,1.84418,1.14423,0.00149537,0.00149537,0.00149537
28,97.4332,1.30091,1.28911,0.99527,0.5297,0.56667,0.52761,0.25223,1.69827,1.72122,1.11254,0.00148876,0.00148876,0.00148876
29,100.434,1.31662,1.22214,1.00173,0.49436,0.54656,0.46653,0.17953,1.83245,1.84449,1.19346,0.00148216,0.00148216,0.00148216
30,103.622,1.29656,1.28502,1.02506,0.49086,0.54286,0.49506,0.23024,1.68066,1.78914,1.12249,0.00147556,0.00147556,0.00147556
31,106.722,1.27768,1.18345,1.01347,0.51574,0.57063,0.48083,0.193,1.78101,1.90573,1.17044,0.00146896,0.00146896,0.00146896
32,109.945,1.21046,1.05544,0.99642,0.54388,0.59321,0.53143,0.23426,1.63444,2.17366,1.11575,0.00146236,0.00146236,0.00146236
33,112.966,1.26742,1.15778,1.02535,0.62549,0.59078,0.56957,0.26024,1.77509,1.83407,1.18448,0.00145576,0.00145576,0.00145576
34,116.05,1.25958,1.23318,1.00114,0.63643,0.55238,0.52512,0.24412,1.84207,1.8204,1.25066,0.00144916,0.00144916,0.00144916
35,119.176,1.23961,1.0829,1.00325,0.60823,0.58254,0.56115,0.25097,1.67105,1.93636,1.1062,0.00144256,0.00144256,0.00144256
36,122.312,1.31542,1.19851,0.96917,0.71327,0.56349,0.58752,0.2537,1.79231,1.97816,1.16137,0.00143595,0.00143595,0.00143595
37,125.309,1.2497,1.13315,0.97808,0.76405,0.58571,0.58545,0.24891,1.83336,1.99837,1.22978,0.00142935,0.00142935,0.00142935
38,128.322,1.23438,1.07793,0.97328,0.71476,0.60317,0.61499,0.27601,1.77376,1.83028,1.22388,0.00142275,0.00142275,0.00142275
39,131.395,1.16732,0.96538,0.9472,0.77655,0.59206,0.64481,0.27013,1.76641,1.77503,1.19923,0.00141615,0.00141615,0.00141615
40,134.448,1.17054,0.97382,0.94697,0.76148,0.59766,0.64785,0.28488,1.77875,1.70498,1.20315,0.00140955,0.00140955,0.00140955
41,137.484,1.22749,1.03047,0.97578,0.71225,0.60317,0.60682,0.2465,1.80034,1.72135,1.18264,0.00140295,0.00140295,0.00140295
42,140.593,1.20303,1.02384,0.96931,0.63135,0.59286,0.5754,0.25324,1.6946,1.79237,1.10311,0.00139635,0.00139635,0.00139635
43,143.657,1.12913,0.95032,0.9258,0.55488,0.63002,0.55132,0.24258,1.70613,1.93984,1.07926,0.00138974,0.00138974,0.00138974
44,146.749,1.26249,0.96187,0.98057,0.5476,0.65159,0.54289,0.24499,1.54994,1.7667,1.06274,0.00138314,0.00138314,0.00138314
45,150.016,1.1702,1.02334,0.95005,0.5382,0.62811,0.54375,0.25651,1.50851,1.57436,1.04385,0.00137654,0.00137654,0.00137654
46,153.103,1.12082,0.93909,0.9485,0.58015,0.6,0.53758,0.26621,1.51859,1.44072,1.05652,0.00136994,0.00136994,0.00136994
47,156.219,1.16009,0.91315,0.97363,0.5845,0.63492,0.60884,0.29865,1.53617,1.35151,1.05003,0.00136334,0.00136334,0.00136334
48,159.251,1.19527,0.972,0.97823,0.62104,0.65,0.63412,0.29154,1.65713,1.33372,1.06488,0.00135674,0.00135674,0.00135674
49,162.373,1.13875,0.93349,0.96994,0.73093,0.59174,0.64715,0.27286,1.71117,1.45687,1.07523,0.00135014,0.00135014,0.00135014
50,165.367,1.11085,0.89277,0.94563,0.60127,0.61371,0.59399,0.23161,1.7082,1.48349,1.07851,0.00134354,0.00134354,0.00134354
51,168.482,1.11761,0.87727,0.92542,0.55825,0.66032,0.60264,0.27711,1.56069,1.49447,1.06355,0.00133693,0.00133693,0.00133693
52,171.636,1.09514,0.82245,0.92575,0.59585,0.60341,0.60045,0.2643,1.63318,1.52272,1.08534,0.00133033,0.00133033,0.00133033
53,174.71,1.10495,0.87542,0.93309,0.57101,0.57937,0.5516,0.25043,1.64649,1.52521,1.08097,0.00132373,0.00132373,0.00132373
54,178.012,1.11023,0.80785,0.93382,0.6201,0.59841,0.54515,0.24658,1.65811,1.50839,1.09126,0.00131713,0.00131713,0.00131713
55,181.026,1.09829,0.82353,0.94826,0.61127,0.70125,0.56234,0.25148,1.67665,1.62128,1.11488,0.00131053,0.00131053,0.00131053
56,184.061,1.13547,0.88463,0.97143,0.62682,0.6573,0.61227,0.25807,1.76572,1.51891,1.11353,0.00130393,0.00130393,0.00130393
57,187.233,1.16797,0.90037,0.9573,0.59422,0.6867,0.62674,0.25803,1.77858,1.56012,1.12148,0.00129733,0.00129733,0.00129733
58,190.255,1.07893,0.82496,0.95037,0.53388,0.71061,0.61921,0.27257,1.64749,1.68841,1.08307,0.00129072,0.00129072,0.00129072
59,193.337,1.08067,0.91437,0.91112,0.54468,0.69522,0.6188,0.28611,1.57345,1.70094,1.05549,0.00128412,0.00128412,0.00128412
60,196.508,1.04013,0.84763,0.93432,0.66785,0.66587,0.63635,0.29489,1.57061,1.46471,1.04781,0.00127752,0.00127752,0.00127752
61,199.534,1.05346,0.81655,0.93117,0.70538,0.66809,0.70498,0.31532,1.57953,1.47651,1.04945,0.00127092,0.00127092,0.00127092
62,202.726,1.01652,0.7592,0.92394,0.72934,0.66735,0.67929,0.31389,1.66014,1.57776,1.07535,0.00126432,0.00126432,0.00126432
63,205.853,1.02839,0.78071,0.94938,0.69484,0.64297,0.6462,0.28762,1.7589,1.63197,1.10101,0.00125772,0.00125772,0.00125772
64,208.809,1.03327,0.80883,0.92646,0.71571,0.60794,0.60122,0.28002,1.78834,1.58963,1.1029,0.00125112,0.00125112,0.00125112
65,211.923,1.03005,0.81113,0.92824,0.78202,0.63175,0.6391,0.30822,1.77312,1.525,1.10771,0.00124452,0.00124452,0.00124452
66,214.982,1.02188,0.78648,0.94791,0.65607,0.61746,0.53713,0.26233,1.63999,1.48996,1.06863,0.00123791,0.00123791,0.00123791
67,217.932,1.08512,0.76896,0.92948,0.64465,0.71825,0.66672,0.29501,1.68889,1.46042,1.09575,0.00123131,0.00123131,0.00123131
68,220.973,1.03616,0.75376,0.93988,0.71351,0.6873,0.69258,0.30262,1.75774,1.66306,1.11655,0.00122471,0.00122471,0.00122471
69,224.043,0.98288,0.703,0.91424,0.71023,0.67898,0.64701,0.28509,1.76219,1.70026,1.12144,0.00121811,0.00121811,0.00121811
70,227.177,1.02069,0.75837,0.90826,0.71558,0.64583,0.64473,0.26916,1.8138,1.7001,1.14021,0.00121151,0.00121151,0.00121151
71,230.557,1.00924,0.74065,0.92449,0.73317,0.65156,0.67822,0.29381,1.72694,1.65372,1.10333,0.00120491,0.00120491,0.00120491
72,234.179,1.0557,0.75727,0.93172,0.6541,0.65875,0.67185,0.2898,1.68554,1.63973,1.0975,0.00119831,0.00119831,0.00119831
73,237.49,0.99937,0.70854,0.91634,0.63044,0.64921,0.6366,0.2855,1.67888,1.69272,1.09736,0.0011917,0.0011917,0.0011917
74,240.626,1.01876,0.68011,0.90377,0.59249,0.65476,0.57178,0.25643,1.62653,1.85681,1.08789,0.0011851,0.0011851,0.0011851
75,243.646,1.05884,0.69998,0.91456,0.66576,0.68719,0.64452,0.29582,1.54252,1.65206,1.05963,0.0011785,0.0011785,0.0011785
76,246.789,0.99911,0.73189,0.90267,0.6155,0.67222,0.64324,0.28308,1.61071,1.65251,1.08498,0.0011719,0.0011719,0.0011719
77,249.756,1.00529,0.7196,0.91286,0.65851,0.63254,0.64708,0.28487,1.58846,1.61097,1.07696,0.0011653,0.0011653,0.0011653
78,252.823,1.02726,0.70204,0.90171,0.57547,0.6665,0.57523,0.26038,1.68536,1.50686,1.0895,0.0011587,0.0011587,0.0011587
79,255.902,1.02422,0.70405,0.90921,0.63911,0.6502,0.629,0.29402,1.6595,1.40127,1.08088,0.0011521,0.0011521,0.0011521
80,258.958,0.95722,0.6653,0.91251,0.62475,0.70079,0.62894,0.28874,1.595,1.52832,1.08753,0.0011455,0.0011455,0.0011455
81,262.171,1.0189,0.64536,0.93864,0.53726,0.70887,0.59758,0.26772,1.62475,1.83435,1.10415,0.00113889,0.00113889,0.00113889
82,265.254,1.02441,0.70659,0.9158,0.66451,0.57698,0.56237,0.24078,1.68595,1.92622,1.08812,0.00113229,0.00113229,0.00113229
83,268.28,0.98456,0.6814,0.9044,0.57411,0.66198,0.59497,0.26978,1.66306,1.82722,1.08252,0.00112569,0.00112569,0.00112569
84,271.42,1.00796,0.70291,0.91706,0.62413,0.6697,0.63579,0.30075,1.61186,1.59871,1.08324,0.00111909,0.00111909,0.00111909
85,274.558,0.91926,0.65045,0.90598,0.65499,0.66621,0.6527,0.30199,1.61469,1.56023,1.08269,0.00111249,0.00111249,0.00111249
86,277.573,0.9037,0.65117,0.87981,0.58241,0.64921,0.61532,0.29447,1.67419,1.53767,1.08786,0.00110589,0.00110589,0.00110589
87,280.707,0.92337,0.64702,0.88362,0.65935,0.6254,0.6219,0.28362,1.7364,1.57215,1.10326,0.00109929,0.00109929,0.00109929
88,283.691,0.93706,0.63779,0.9053,0.66899,0.66961,0.66953,0.28884,1.69026,1.61458,1.10917,0.00109269,0.00109269,0.00109269
89,286.764,0.94826,0.64719,0.89971,0.62389,0.66173,0.63921,0.28187,1.69165,1.6376,1.10479,0.00108608,0.00108608,0.00108608
90,289.916,0.95957,0.63285,0.91457,0.58945,0.65397,0.60379,0.28142,1.68725,1.70208,1.07891,0.00107948,0.00107948,0.00107948
91,292.883,0.95331,0.63635,0.88208,0.71026,0.59388,0.64737,0.30167,1.62137,1.62888,1.0592,0.00107288,0.00107288,0.00107288
92,296.036,0.92989,0.654,0.90585,0.53982,0.65476,0.57184,0.26412,1.60568,1.77017,1.06728,0.00106628,0.00106628,0.00106628
93,299.081,0.99272,0.66725,0.93044,0.56258,0.62982,0.54415,0.24703,1.59572,2.02598,1.06906,0.00105968,0.00105968,0.00105968
94,302.233,0.9285,0.62613,0.89035,0.60654,0.68222,0.60825,0.26767,1.59625,1.96609,1.07449,0.00105308,0.00105308,0.00105308
95,305.279,0.95339,0.66898,0.89185,0.55843,0.66112,0.58372,0.25863,1.7035,1.89439,1.10428,0.00104648,0.00104648,0.00104648
96,308.403,0.91325,0.61078,0.87512,0.61808,0.65915,0.58691,0.25188,1.56519,1.9545,1.0638,0.00103987,0.00103987,0.00103987
97,311.514,0.943,0.63626,0.88187,0.64837,0.6381,0.55108,0.23779,1.57285,2.01534,1.06549,0.00103327,0.00103327,0.00103327
98,314.45,0.86925,0.56756,0.8645,0.62173,0.64169,0.55935,0.26386,1.56423,1.70735,1.06291,0.00102667,0.00102667,0.00102667
99,317.399,0.91097,0.58543,0.88543,0.69398,0.63651,0.6246,0.28695,1.58065,1.53692,1.06542,0.00102007,0.00102007,0.00102007
100,320.498,0.87611,0.57166,0.88754,0.70667,0.69859,0.67721,0.31959,1.58696,1.4376,1.07317,0.00101347,0.00101347,0.00101347
101,323.635,0.86681,0.60649,0.88841,0.75197,0.66073,0.68878,0.32376,1.60636,1.44351,1.07986,0.00100687,0.00100687,0.00100687
102,326.7,0.8711,0.58808,0.878,0.7701,0.66508,0.69165,0.31936,1.61406,1.56375,1.08162,0.00100027,0.00100027,0.00100027
103,329.731,0.87259,0.57961,0.89494,0.74666,0.65366,0.6789,0.30952,1.60977,1.64546,1.06001,0.000993665,0.000993665,0.000993665
104,332.714,0.89429,0.61761,0.87828,0.70681,0.68618,0.67995,0.30514,1.6251,1.59205,1.05623,0.000987064,0.000987064,0.000987064
105,335.973,0.88903,0.58804,0.85863,0.69522,0.68527,0.69628,0.31791,1.59838,1.59993,1.05178,0.000980463,0.000980463,0.000980463
106,339.306,0.95553,0.62329,0.88753,0.60581,0.72402,0.67974,0.32835,1.56568,1.84465,1.04488,0.000973861,0.000973861,0.000973861
107,342.533,0.85947,0.59551,0.87986,0.53652,0.69058,0.63005,0.30232,1.54854,2.00623,1.05467,0.00096726,0.00096726,0.00096726
108,345.794,0.88938,0.61371,0.88114,0.60579,0.69939,0.66987,0.31841,1.57254,1.63548,1.04787,0.000960659,0.000960659,0.000960659
109,348.947,0.85169,0.55662,0.87922,0.6174,0.70079,0.68086,0.3226,1.5734,1.55418,1.04003,0.000954057,0.000954057,0.000954057
110,351.965,0.81925,0.56091,0.86635,0.65281,0.68512,0.66848,0.31714,1.58936,1.68485,1.05731,0.000947456,0.000947456,0.000947456
111,355.123,0.90289,0.60163,0.89415,0.65681,0.7,0.67938,0.32885,1.57758,1.78081,1.06779,0.000940855,0.000940855,0.000940855
112,358.31,0.85877,0.55003,0.89744,0.59599,0.6874,0.64619,0.31205,1.59504,1.80153,1.07417,0.000934253,0.000934253,0.000934253
113,361.28,0.87933,0.5755,0.88009,0.58219,0.68316,0.62655,0.29371,1.6054,1.78816,1.08018,0.000927652,0.000927652,0.000927652
114,364.434,0.8332,0.53455,0.87683,0.64255,0.68254,0.63859,0.3038,1.57148,1.78547,1.06181,0.000921051,0.000921051,0.000921051
115,367.344,0.88283,0.54124,0.90023,0.59376,0.71587,0.62758,0.29301,1.6086,1.88527,1.081,0.00091445,0.00091445,0.00091445
116,370.548,0.83067,0.56202,0.88371,0.58131,0.7036,0.61791,0.28489,1.60418,1.82681,1.07318,0.000907848,0.000907848,0.000907848
117,373.734,0.86256,0.5686,0.88744,0.60862,0.71032,0.63412,0.28815,1.58581,1.74103,1.06153,0.000901247,0.000901247,0.000901247
118,376.656,0.84868,0.54737,0.86387,0.59245,0.74444,0.66645,0.29948,1.55626,1.66086,1.04519,0.000894646,0.000894646,0.000894646
119,379.829,0.85117,0.55919,0.88168,0.64398,0.71978,0.68644,0.32499,1.52167,1.60245,1.02907,0.000888044,0.000888044,0.000888044
120,383.266,0.84259,0.55636,0.89545,0.71827,0.68472,0.69253,0.3245,1.56727,1.61629,1.03601,0.000881443,0.000881443,0.000881443
121,386.892,0.85965,0.58938,0.86662,0.67529,0.71492,0.67586,0.3176,1.59263,1.66551,1.0413,0.000874842,0.000874842,0.000874842
122,390.366,0.80874,0.5492,0.86143,0.66513,0.65625,0.61632,0.28646,1.60905,1.90219,1.0426,0.00086824,0.00086824,0.00086824
123,393.597,0.78992,0.54239,0.85429,0.60341,0.67498,0.62308,0.2881,1.56182,2.08802,1.04181,0.000861639,0.000861639,0.000861639
124,396.644,0.85111,0.56303,0.86995,0.62852,0.66493,0.6171,0.27915,1.55539,1.96289,1.04183,0.000855038,0.000855038,0.000855038
125,399.795,0.86919,0.55819,0.87596,0.62494,0.66587,0.61605,0.27732,1.57698,1.90269,1.04333,0.000848436,0.000848436,0.000848436
126,403.045,0.78718,0.49526,0.86572,0.67941,0.68927,0.66201,0.29598,1.59085,1.8484,1.0495,0.000841835,0.000841835,0.000841835
127,406.158,0.81703,0.54005,0.861,0.63872,0.71032,0.66834,0.31146,1.5324,1.77693,1.02732,0.000835234,0.000835234,0.000835234
128,409.13,0.81038,0.51592,0.85152,0.68066,0.64921,0.63239,0.29873,1.54093,1.77251,1.03455,0.000828632,0.000828632,0.000828632
129,412.269,0.88005,0.56136,0.86507,0.62351,0.67467,0.61987,0.28512,1.56673,1.83017,1.04114,0.000822031,0.000822031,0.000822031
130,415.376,0.80657,0.53378,0.8911,0.7162,0.65795,0.65312,0.30096,1.61973,1.86154,1.05019,0.00081543,0.00081543,0.00081543
131,418.655,0.75362,0.52545,0.84397,0.61809,0.68254,0.63215,0.29129,1.66744,1.87771,1.0658,0.000808828,0.000808828,0.000808828
132,421.652,0.76561,0.5056,0.83771,0.62379,0.72113,0.63906,0.28752,1.64907,1.87309,1.06981,0.000802227,0.000802227,0.000802227
133,424.768,0.76741,0.49596,0.86768,0.59241,0.71587,0.64056,0.2884,1.62879,1.88792,1.06112,0.000795626,0.000795626,0.000795626
134,427.903,0.77018,0.50895,0.84969,0.61382,0.70455,0.66007,0.29636,1.56964,1.8722,1.04055,0.000789024,0.000789024,0.000789024
135,431.073,0.77121,0.50026,0.8461,0.61903,0.69365,0.63858,0.28856,1.58624,1.85843,1.05319,0.000782423,0.000782423,0.000782423
136,434.115,0.75376,0.51527,0.86076,0.60966,0.67813,0.60673,0.2568,1.65012,2.00867,1.0832,0.000775822,0.000775822,0.000775822
137,437.19,0.80136,0.52142,0.86008,0.60746,0.7033,0.63198,0.26648,1.65147,2.01644,1.07347,0.00076922,0.00076922,0.00076922
138,440.247,0.80287,0.52489,0.83698,0.62073,0.7122,0.61118,0.276,1.61317,1.94836,1.05503,0.000762619,0.000762619,0.000762619
139,443.238,0.82652,0.57228,0.8846,0.6661,0.66984,0.63472,0.30313,1.61323,1.74029,1.06706,0.000756018,0.000756018,0.000756018
140,446.3,0.77147,0.50669,0.85574,0.69008,0.696,0.71291,0.32586,1.61415,1.67298,1.07216,0.000749417,0.000749417,0.000749417
141,449.272,0.77299,0.49444,0.83885,0.66248,0.69762,0.72008,0.32235,1.62006,1.70783,1.06762,0.000742815,0.000742815,0.000742815
142,452.377,0.7579,0.50091,0.83448,0.62217,0.6746,0.68178,0.30061,1.62832,1.77433,1.05981,0.000736214,0.000736214,0.000736214
143,455.597,0.742,0.5093,0.86123,0.66131,0.67816,0.67383,0.30374,1.65776,1.83254,1.07393,0.000729613,0.000729613,0.000729613
144,458.697,0.7345,0.49613,0.85965,0.77873,0.6127,0.71005,0.31375,1.6427,1.86321,1.06242,0.000723011,0.000723011,0.000723011
145,461.746,0.73411,0.47941,0.85954,0.77023,0.6127,0.70311,0.31707,1.64144,1.86019,1.06281,0.00071641,0.00071641,0.00071641
146,464.979,0.79468,0.50924,0.87669,0.71165,0.66349,0.69288,0.31777,1.61462,1.87757,1.05999,0.000709809,0.000709809,0.000709809
147,468.087,0.7757,0.50613,0.8442,0.67739,0.70052,0.71299,0.31588,1.62533,1.79647,1.06244,0.000703207,0.000703207,0.000703207
148,471.125,0.75397,0.48601,0.86016,0.70857,0.68333,0.71524,0.31144,1.59848,1.70482,1.06539,0.000696606,0.000696606,0.000696606
149,474.167,0.73174,0.4865,0.84746,0.62132,0.74524,0.71343,0.31672,1.60445,1.71129,1.06811,0.000690005,0.000690005,0.000690005
150,477.329,0.7301,0.45792,0.83746,0.61199,0.7381,0.68815,0.30818,1.63313,1.82961,1.07657,0.000683403,0.000683403,0.000683403
151,480.23,0.73894,0.47259,0.85004,0.60856,0.70952,0.66905,0.30438,1.65025,1.96587,1.08174,0.000676802,0.000676802,0.000676802
152,483.384,0.72697,0.468,0.83445,0.58408,0.69286,0.62162,0.29639,1.65296,2.01514,1.08863,0.000670201,0.000670201,0.000670201
153,486.268,0.74671,0.48811,0.84256,0.59322,0.70487,0.63995,0.29194,1.6533,2.01451,1.08706,0.000663599,0.000663599,0.000663599
154,489.271,0.72657,0.47759,0.83542,0.57052,0.72778,0.64621,0.29079,1.61845,2.09362,1.07801,0.000656998,0.000656998,0.000656998
155,492.316,0.76978,0.47729,0.87447,0.67472,0.6373,0.6166,0.28403,1.62442,2.13281,1.07282,0.000650397,0.000650397,0.000650397
156,495.343,0.7593,0.48645,0.88023,0.62987,0.71915,0.64931,0.28211,1.70165,2.00537,1.08589,0.000643795,0.000643795,0.000643795
157,498.436,0.74679,0.48939,0.8589,0.61911,0.72063,0.65968,0.29156,1.70998,1.87919,1.0875,0.000637194,0.000637194,0.000637194
158,501.488,0.78241,0.50491,0.86609,0.70748,0.69036,0.69628,0.3184,1.69515,1.75441,1.09124,0.000630593,0.000630593,0.000630593
159,504.582,0.73396,0.48148,0.86221,0.67645,0.71455,0.69393,0.33672,1.67811,1.69377,1.08546,0.000623991,0.000623991,0.000623991
160,507.726,0.81425,0.51302,0.8759,0.70355,0.70317,0.70183,0.3314,1.67825,1.67074,1.09055,0.00061739,0.00061739,0.00061739
161,510.652,0.74263,0.48678,0.85598,0.69945,0.71378,0.7031,0.33238,1.68947,1.68935,1.09212,0.000610789,0.000610789,0.000610789
162,513.761,0.74865,0.47357,0.83796,0.71713,0.67701,0.71507,0.33695,1.69563,1.7278,1.0845,0.000604187,0.000604187,0.000604187
163,516.818,0.73688,0.47156,0.85845,0.70103,0.70317,0.70933,0.33275,1.68729,1.71026,1.08124,0.000597586,0.000597586,0.000597586
164,519.9,0.72435,0.4683,0.84202,0.69461,0.72076,0.70527,0.33474,1.648,1.69733,1.07398,0.000590985,0.000590985,0.000590985
165,522.936,0.70666,0.47895,0.82144,0.6827,0.73866,0.69948,0.33902,1.60678,1.6381,1.06443,0.000584384,0.000584384,0.000584384
166,526.109,0.74835,0.47021,0.83103,0.68035,0.76485,0.7361,0.33412,1.6069,1.63028,1.05911,0.000577782,0.000577782,0.000577782
167,529.238,0.69526,0.46696,0.86024,0.68378,0.7557,0.70761,0.32507,1.66178,1.64408,1.08173,0.000571181,0.000571181,0.000571181
168,532.603,0.74425,0.4763,0.87361,0.70704,0.72143,0.68952,0.32421,1.62942,1.66213,1.07909,0.00056458,0.00056458,0.00056458
169,536.106,0.73953,0.46795,0.85288,0.69648,0.69708,0.66928,0.31808,1.62193,1.69615,1.07831,0.000557978,0.000557978,0.000557978
170,539.246,0.68861,0.44152,0.83738,0.67925,0.72064,0.67411,0.31926,1.60266,1.73605,1.07702,0.000551377,0.000551377,0.000551377
171,542.272,0.67888,0.44394,0.82476,0.71871,0.66587,0.66745,0.30948,1.6515,1.78022,1.08781,0.000544776,0.000544776,0.000544776
172,545.376,0.71329,0.45484,0.85254,0.64927,0.72698,0.66592,0.31829,1.61432,1.72952,1.07233,0.000538174,0.000538174,0.000538174
173,548.517,0.66919,0.46339,0.83963,0.65779,0.74451,0.67788,0.3198,1.60359,1.7109,1.07029,0.000531573,0.000531573,0.000531573
174,551.577,0.75087,0.4685,0.83912,0.65841,0.75476,0.70661,0.31868,1.59002,1.72596,1.0545,0.000524972,0.000524972,0.000524972
175,554.573,0.71078,0.44952,0.8402,0.64297,0.74797,0.67536,0.31693,1.58217,1.73384,1.05186,0.00051837,0.00051837,0.00051837
176,557.604,0.7006,0.44561,0.85842,0.66271,0.73051,0.67778,0.30844,1.61009,1.71247,1.05899,0.000511769,0.000511769,0.000511769
177,560.596,0.73673,0.45161,0.8533,0.69637,0.73254,0.71173,0.31284,1.62339,1.70266,1.06394,0.000505168,0.000505168,0.000505168
178,563.738,0.66699,0.42498,0.84534,0.70854,0.7487,0.72795,0.33579,1.62529,1.72216,1.06626,0.000498566,0.000498566,0.000498566
179,566.831,0.64234,0.41784,0.81889,0.71742,0.73175,0.70651,0.33762,1.62434,1.72378,1.0683,0.000491965,0.000491965,0.000491965
180,569.905,0.65003,0.43553,0.83874,0.73367,0.72488,0.69929,0.32528,1.65787,1.81303,1.08381,0.000485364,0.000485364,0.000485364
181,572.792,0.70971,0.44756,0.83816,0.7127,0.70952,0.68927,0.32262,1.64979,1.80204,1.07782,0.000478762,0.000478762,0.000478762
182,575.871,0.70635,0.46987,0.83474,0.72646,0.71508,0.69841,0.32153,1.61896,1.78994,1.06944,0.000472161,0.000472161,0.000472161
183,578.887,0.61834,0.42496,0.82947,0.73042,0.71046,0.69849,0.31698,1.62628,1.78738,1.07206,0.00046556,0.00046556,0.00046556
184,581.92,0.66181,0.41909,0.82275,0.71458,0.70678,0.69068,0.31688,1.62753,1.79567,1.06909,0.000458958,0.000458958,0.000458958
185,584.964,0.6549,0.41885,0.83275,0.70851,0.71152,0.69994,0.31107,1.6239,1.84395,1.06753,0.000452357,0.000452357,0.000452357
